lat,lon,name,timestamp,current_speed,free_flow_speed,current_travel_time,free_flow_travel_time,delay,confidence,road_closure,speed_ratio,congestion_level,traffic_score
33.95177778,-84.52108333,North,2025-03-30T15:48:04.689150,51,60,88,75,13,1,False,0.85,1,85
33.9423,-84.51568,North,2025-03-30T15:48:05.346490,30,49,130,79,51,1,False,0.6122448979591837,2,61
33.95177778,-84.52108333,North,2025-03-30T15:48:05.926826,51,60,88,75,13,1,False,0.85,1,85
33.9423,-84.51568,North,2025-03-30T15:48:05.927147,30,49,130,79,51,1,False,0.6122448979591837,2,61
33.95030556,-84.52027778,South,2025-03-30T15:48:04.806153,7,7,68,68,0,1,False,1.0,0,100
33.94125,-84.51568,South,2025-03-30T15:48:05.451934,74,74,137,137,0,1,False,1.0,0,100
33.95030556,-84.52027778,South,2025-03-30T15:48:05.926843,7,7,68,68,0,1,False,1.0,0,100
33.94125,-84.51568,South,2025-03-30T15:48:05.927156,74,74,137,137,0,1,False,1.0,0,100
33.95091667,-84.51977778,East,2025-03-30T15:48:04.937491,27,44,90,55,35,1,False,0.6136363636363636,2,61
33.94178,-84.5147,East,2025-03-30T15:48:05.558437,51,51,19,19,0,1,False,1.0,0,100
33.95091667,-84.51977778,East,2025-03-30T15:48:05.926851,27,44,90,55,35,1,False,0.6136363636363636,2,61
33.94178,-84.5147,East,2025-03-30T15:48:05.927162,51,51,19,19,0,1,False,1.0,0,100
33.95097222,-84.52163889,West,2025-03-30T15:48:05.075895,37,46,134,108,26,1,False,0.8043478260869565,1,80
33.94178,-84.5167,West,2025-03-30T15:48:05.676435,47,59,149,118,31,1,False,0.7966101694915254,1,80
33.95097222,-84.52163889,West,2025-03-30T15:48:05.926857,37,46,134,108,26,1,False,0.8043478260869565,1,80
33.94178,-84.5167,West,2025-03-30T15:48:05.927167,47,59,149,118,31,1,False,0.7966101694915254,1,80
