lat,lon,name,timestamp,current_speed,free_flow_speed,current_travel_time,free_flow_travel_time,delay,confidence,road_closure,speed_ratio,congestion_level,traffic_score
33.95177778,-84.52108333,North,2025-04-06T15:45:48.593833,61,61,73,73,0,1.0,False,1.0,0,100
33.9423,-84.51568,North,2025-04-06T15:45:49.192417,37,49,105,79,26,1.0,False,0.7551020408163265,1,76
33.95177778,-84.52108333,North,2025-04-06T15:45:49.883060,61,61,73,73,0,1.0,False,1.0,0,100
33.9423,-84.51568,North,2025-04-06T15:45:49.883576,37,49,105,79,26,1.0,False,0.7551020408163265,1,76
33.95177778,-84.52108333,North,2025-04-06T15:46:09.975595,61,61,73,73,0,1.0,False,1.0,0,100
33.9423,-84.51568,North,2025-04-06T15:46:10.184748,37,49,105,79,26,1.0,False,0.7551020408163265,1,76
33.95177778,-84.52108333,North,2025-04-06T15:46:10.474218,61,61,73,73,0,1.0,False,1.0,0,100
33.9423,-84.51568,North,2025-04-06T15:46:10.474768,37,49,105,79,26,1.0,False,0.7551020408163265,1,76
33.95030556,-84.52027778,South,2025-04-06T15:45:48.715647,5,7,95,68,27,0.6,False,0.7142857142857143,1,43
33.94125,-84.51568,South,2025-04-06T15:45:49.309114,74,74,137,137,0,1.0,False,1.0,0,100
33.95030556,-84.52027778,South,2025-04-06T15:45:49.883088,5,7,95,68,27,0.6,False,0.7142857142857143,1,43
33.94125,-84.51568,South,2025-04-06T15:45:49.883590,74,74,137,137,0,1.0,False,1.0,0,100
33.95030556,-84.52027778,South,2025-04-06T15:46:09.975637,5,7,95,68,27,0.6,False,0.7142857142857143,1,43
33.94125,-84.51568,South,2025-04-06T15:46:10.184781,74,74,137,137,0,1.0,False,1.0,0,100
33.95030556,-84.52027778,South,2025-04-06T15:46:10.474247,5,7,95,68,27,0.6,False,0.7142857142857143,1,43
33.94125,-84.51568,South,2025-04-06T15:46:10.474781,74,74,137,137,0,1.0,False,1.0,0,100
33.95091667,-84.51977778,East,2025-04-06T15:45:48.814669,24,44,102,55,47,1.0,False,0.5454545454545454,2,55
33.94178,-84.5147,East,2025-04-06T15:45:49.426133,51,51,19,19,0,1.0,False,1.0,0,100
33.95091667,-84.51977778,East,2025-04-06T15:45:49.883100,24,44,102,55,47,1.0,False,0.5454545454545454,2,55
33.94178,-84.5147,East,2025-04-06T15:45:49.883602,51,51,19,19,0,1.0,False,1.0,0,100
33.95091667,-84.51977778,East,2025-04-06T15:46:09.975658,24,44,102,55,47,1.0,False,0.5454545454545454,2,55
33.94178,-84.5147,East,2025-04-06T15:46:10.184796,51,51,19,19,0,1.0,False,1.0,0,100
33.95091667,-84.51977778,East,2025-04-06T15:46:10.474262,24,44,102,55,47,1.0,False,0.5454545454545454,2,55
33.94178,-84.5147,East,2025-04-06T15:46:10.474791,51,51,19,19,0,1.0,False,1.0,0,100
33.95097222,-84.52163889,West,2025-04-06T15:45:48.927142,35,45,142,110,32,1.0,False,0.7777777777777778,1,78
33.94178,-84.5167,West,2025-04-06T15:45:49.526775,49,59,143,118,25,1.0,False,0.8305084745762712,1,83
33.95097222,-84.52163889,West,2025-04-06T15:45:49.883111,35,45,142,110,32,1.0,False,0.7777777777777778,1,78
33.94178,-84.5167,West,2025-04-06T15:45:49.883614,49,59,143,118,25,1.0,False,0.8305084745762712,1,83
33.95097222,-84.52163889,West,2025-04-06T15:46:09.975676,35,45,142,110,32,1.0,False,0.7777777777777778,1,78
33.94178,-84.5167,West,2025-04-06T15:46:10.184809,49,59,143,118,25,1.0,False,0.8305084745762712,1,83
33.95097222,-84.52163889,West,2025-04-06T15:46:10.474273,35,45,142,110,32,1.0,False,0.7777777777777778,1,78
33.94178,-84.5167,West,2025-04-06T15:46:10.474800,49,59,143,118,25,1.0,False,0.8305084745762712,1,83
